Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
554-53-8700,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,281000.0,2,28000.0,589000.0,2025-02-02,10:11:00 AM,Tiền mặt,561000.0,4.761904762,28000.0,6.3
354-25-5821,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,346000.0,6,104000.0,2177000.0,2025-02-08,1:03:00 PM,Tiền mặt,2074000.0,4.761904762,104000.0,5.6
228-96-1411,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,494000.0,8,197000.0,4145000.0,2025-03-04,8:39:00 PM,Tiền mặt,3948000.0,4.761904762,197000.0,7.6
617-15-4209,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,77000.0,2,8000.0,161000.0,2025-03-16,7:47:00 PM,Tiền mặt,154000.0,4.761904762,8000.0,7.2
132-32-9879,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện điện tử,470000.0,4,94000.0,1973000.0,2025-03-09,6:00:00 PM,Tiền mặt,1879000.0,4.761904762,94000.0,9.5
370-41-7321,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,283000.0,9,128000.0,2679000.0,2025-02-27,5:24:00 PM,Thẻ ngân hàng,2551000.0,4.761904762,128000.0,8.4
727-46-3608,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,100000.0,9,45000.0,945000.0,2025-02-06,3:47:00 PM,Ví điện tử (Momo/Zalopay),900000.0,4.761904762,45000.0,4.1
669-54-1719,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện điện tử,95000.0,6,28000.0,596000.0,2025-02-10,12:45:00 PM,Thẻ ngân hàng,568000.0,4.761904762,28000.0,8.1
574-22-5561,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,413000.0,10,207000.0,4338000.0,2025-03-19,5:08:00 PM,Ví điện tử (Momo/Zalopay),4132000.0,4.761904762,207000.0,7.9
326-78-5178,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,457000.0,7,160000.0,3359000.0,2025-02-03,10:19:00 AM,Tiền mặt,3199000.0,4.761904762,160000.0,9.5
162-48-8011,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thực phẩm và đồ uống,223000.0,5,56000.0,1170000.0,2025-02-10,3:10:00 PM,Tiền mặt,1115000.0,4.761904762,56000.0,8.5
616-24-2851,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,89000.0,4,18000.0,375000.0,2025-03-22,2:42:00 PM,Ví điện tử (Momo/Zalopay),357000.0,4.761904762,18000.0,6.5
778-71-5554,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,77000.0,1,4000.0,81000.0,2025-01-25,3:46:00 PM,Thẻ ngân hàng,77000.0,4.761904762,4000.0,6.1
242-55-6721,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Nhà cửa và đời sống,81000.0,2,8000.0,170000.0,2025-03-07,11:49:00 AM,Ví điện tử (Momo/Zalopay),162000.0,4.761904762,8000.0,6.5
399-46-5918,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,430000.0,8,172000.0,3611000.0,2025-02-28,7:01:00 PM,Tiền mặt,3439000.0,4.761904762,172000.0,8.2
106-35-6779,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,222000.0,2,22000.0,466000.0,2025-03-27,11:26:00 AM,Tiền mặt,443000.0,4.761904762,22000.0,5.8
635-40-6220,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Sức khoẻ và làm đẹp,448000.0,8,179000.0,3763000.0,2025-02-07,11:28:00 AM,Ví điện tử (Momo/Zalopay),3584000.0,4.761904762,179000.0,6.6
817-48-8732,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,362000.0,10,181000.0,3798000.0,2025-01-20,3:55:00 PM,Tiền mặt,3618000.0,4.761904762,181000.0,5.4
120-06-4233,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,153000.0,6,46000.0,964000.0,2025-03-12,8:36:00 PM,Tiền mặt,918000.0,4.761904762,46000.0,9.3
285-68-5083,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,124000.0,3,19000.0,390000.0,2025-02-15,5:47:00 PM,Thẻ ngân hàng,371000.0,4.761904762,19000.0,10.0
803-83-5989,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,279000.0,6,84000.0,1755000.0,2025-02-24,10:55:00 AM,Ví điện tử (Momo/Zalopay),1672000.0,4.761904762,84000.0,7.0
347-34-2234,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,275000.0,9,124000.0,2602000.0,2025-02-03,1:40:00 PM,Ví điện tử (Momo/Zalopay),2478000.0,4.761904762,124000.0,10.0
199-75-8169,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,79000.0,10,40000.0,830000.0,2025-03-06,12:27:00 PM,Thẻ ngân hàng,790000.0,4.761904762,40000.0,8.6
853-23-2453,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,379000.0,4,76000.0,1591000.0,2025-02-14,2:35:00 PM,Tiền mặt,1515000.0,4.761904762,76000.0,7.6
877-22-3308,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Sức khoẻ và làm đẹp,79000.0,10,40000.0,833000.0,2025-03-13,4:40:00 PM,Tiền mặt,794000.0,4.761904762,40000.0,5.8
838-78-4295,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,167000.0,2,17000.0,351000.0,2025-02-10,3:43:00 PM,Ví điện tử (Momo/Zalopay),335000.0,4.761904762,17000.0,6.7
109-28-2512,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,488000.0,6,146000.0,3075000.0,2025-01-07,3:01:00 PM,Ví điện tử (Momo/Zalopay),2928000.0,4.761904762,146000.0,9.9
232-11-3025,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,394000.0,10,197000.0,4135000.0,2025-01-24,10:04:00 AM,Tiền mặt,3938000.0,4.761904762,197000.0,6.4
382-03-4532,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Sức khoẻ và làm đẹp,92000.0,1,5000.0,96000.0,2025-02-02,6:50:00 PM,Tiền mặt,92000.0,4.761904762,5000.0,4.3
393-65-2792,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,447000.0,10,224000.0,4698000.0,2025-01-06,12:46:00 PM,Thẻ ngân hàng,4474000.0,4.761904762,224000.0,9.6
796-12-2025,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,311000.0,10,155000.0,3261000.0,2025-02-11,4:19:00 PM,Tiền mặt,3106000.0,4.761904762,155000.0,5.9
510-95-6347,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,243000.0,3,36000.0,764000.0,2025-03-05,6:17:00 PM,Ví điện tử (Momo/Zalopay),728000.0,4.761904762,36000.0,4.0
841-35-6630,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,380000.0,6,114000.0,2391000.0,2025-03-09,6:21:00 PM,Tiền mặt,2277000.0,4.761904762,114000.0,8.7
287-21-9091,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,373000.0,9,168000.0,3528000.0,2025-01-22,10:55:00 AM,Ví điện tử (Momo/Zalopay),3360000.0,4.761904762,168000.0,9.4
732-94-0499,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,208000.0,10,104000.0,2187000.0,2025-01-13,5:04:00 PM,Thẻ ngân hàng,2082000.0,4.761904762,104000.0,5.4
263-10-3913,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,245000.0,9,110000.0,2317000.0,2025-01-09,2:20:00 PM,Thẻ ngân hàng,2207000.0,4.761904762,110000.0,8.6
381-20-0914,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Phụ kiện thời trang,100000.0,9,45000.0,945000.0,2025-01-12,3:48:00 PM,Thẻ ngân hàng,900000.0,4.761904762,45000.0,5.7
829-49-1914,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,392000.0,10,196000.0,4111000.0,2025-03-05,4:24:00 PM,Ví điện tử (Momo/Zalopay),3916000.0,4.761904762,196000.0,6.6
756-01-7507,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,102000.0,5,25000.0,535000.0,2025-01-22,6:56:00 PM,Tiền mặt,510000.0,4.761904762,25000.0,6.0
870-72-4431,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,496000.0,6,149000.0,3124000.0,2025-01-21,2:42:00 PM,Thẻ ngân hàng,2976000.0,4.761904762,149000.0,5.5
847-38-7188,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,483000.0,3,73000.0,1523000.0,2025-01-26,7:56:00 PM,Ví điện tử (Momo/Zalopay),1450000.0,4.761904762,73000.0,6.4
480-63-2856,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,96000.0,8,38000.0,808000.0,2025-01-23,6:37:00 PM,Ví điện tử (Momo/Zalopay),770000.0,4.761904762,38000.0,6.6
787-56-0757,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,402000.0,4,80000.0,1688000.0,2025-02-23,6:45:00 PM,Thẻ ngân hàng,1607000.0,4.761904762,80000.0,8.3
360-39-5055,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,245000.0,5,61000.0,1284000.0,2025-03-09,10:17:00 AM,Tiền mặt,1223000.0,4.761904762,61000.0,6.6
730-50-9884,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,415000.0,7,145000.0,3052000.0,2025-03-05,2:31:00 PM,Ví điện tử (Momo/Zalopay),2907000.0,4.761904762,145000.0,4.0
362-58-8315,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,383000.0,5,96000.0,2009000.0,2025-03-25,10:23:00 AM,Tiền mặt,1913000.0,4.761904762,96000.0,9.9
633-44-8566,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thực phẩm và đồ uống,247000.0,7,86000.0,1815000.0,2025-03-27,8:35:00 PM,Thẻ ngân hàng,1728000.0,4.761904762,86000.0,7.3
504-35-8843,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,212000.0,1,11000.0,223000.0,2025-01-02,4:57:00 PM,Tiền mặt,212000.0,4.761904762,11000.0,5.7
318-68-5053,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,385000.0,6,115000.0,2425000.0,2025-02-27,5:55:00 PM,Tiền mặt,2310000.0,4.761904762,115000.0,6.1
565-80-5980,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,237000.0,4,47000.0,995000.0,2025-01-23,10:25:00 AM,Tiền mặt,948000.0,4.761904762,47000.0,7.1
225-32-0908,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,224000.0,10,112000.0,2355000.0,2025-01-26,7:54:00 PM,Ví điện tử (Momo/Zalopay),2243000.0,4.761904762,112000.0,8.2
873-51-0671,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,110000.0,7,38000.0,808000.0,2025-01-10,4:42:00 PM,Ví điện tử (Momo/Zalopay),769000.0,4.761904762,38000.0,5.1
152-08-9985,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,322000.0,9,145000.0,3041000.0,2025-03-12,12:09:00 PM,Thẻ ngân hàng,2896000.0,4.761904762,145000.0,8.6
512-91-0811,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,449000.0,1,22000.0,471000.0,2025-02-06,8:05:00 PM,Thẻ ngân hàng,449000.0,4.761904762,22000.0,6.6
594-34-4444,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Phụ kiện điện tử,486000.0,1,24000.0,510000.0,2025-03-08,8:38:00 PM,Ví điện tử (Momo/Zalopay),486000.0,4.761904762,24000.0,7.2
766-85-7061,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,439000.0,10,220000.0,4613000.0,2025-03-29,10:25:00 AM,Ví điện tử (Momo/Zalopay),4394000.0,4.761904762,220000.0,5.1
871-39-9221,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,62000.0,6,19000.0,392000.0,2025-02-09,1:11:00 PM,Tiền mặt,374000.0,4.761904762,19000.0,4.1
865-92-6136,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thực phẩm và đồ uống,264000.0,3,40000.0,831000.0,2025-03-23,10:16:00 AM,Ví điện tử (Momo/Zalopay),791000.0,4.761904762,40000.0,9.3
733-01-9107,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Nhà cửa và đời sống,414000.0,6,124000.0,2605000.0,2025-03-05,6:14:00 PM,Tiền mặt,2481000.0,4.761904762,124000.0,7.4
163-56-7055,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,244000.0,1,12000.0,256000.0,2025-03-26,7:20:00 PM,Tiền mặt,244000.0,4.761904762,12000.0,4.1
189-98-2939,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,393000.0,9,177000.0,3711000.0,2025-03-01,1:22:00 PM,Tiền mặt,3535000.0,4.761904762,177000.0,7.2
551-21-3069,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,115000.0,9,52000.0,1090000.0,2025-02-01,11:27:00 AM,Tiền mặt,1038000.0,4.761904762,52000.0,4.9
212-62-1842,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thực phẩm và đồ uống,291000.0,6,87000.0,1835000.0,2025-03-28,4:44:00 PM,Tiền mặt,1748000.0,4.761904762,87000.0,9.9
716-39-1409,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,152000.0,7,53000.0,1115000.0,2025-03-19,6:19:00 PM,Tiền mặt,1062000.0,4.761904762,53000.0,8.0
704-48-3927,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Phụ kiện điện tử,443000.0,10,222000.0,4655000.0,2025-01-12,2:50:00 PM,Ví điện tử (Momo/Zalopay),4434000.0,4.761904762,222000.0,7.3
628-34-3388,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,137000.0,6,41000.0,862000.0,2025-01-05,8:54:00 PM,Thẻ ngân hàng,821000.0,4.761904762,41000.0,7.9
630-74-5166,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,311000.0,6,93000.0,1957000.0,2025-03-22,8:19:00 PM,Tiền mặt,1864000.0,4.761904762,93000.0,7.4
588-01-7461,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,170000.0,9,76000.0,1606000.0,2025-03-24,10:43:00 AM,Tiền mặt,1529000.0,4.761904762,76000.0,4.2
861-77-0145,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,410000.0,10,205000.0,4303000.0,2025-03-03,2:30:00 PM,Tiền mặt,4098000.0,4.761904762,205000.0,9.2
479-26-8945,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,82000.0,2,8000.0,173000.0,2025-02-05,11:32:00 AM,Ví điện tử (Momo/Zalopay),165000.0,4.761904762,8000.0,4.6
210-67-5886,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,491000.0,3,74000.0,1547000.0,2025-02-05,10:41:00 AM,Thẻ ngân hàng,1473000.0,4.761904762,74000.0,7.8
227-78-1148,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,364000.0,7,127000.0,2677000.0,2025-02-15,12:44:00 PM,Tiền mặt,2549000.0,4.761904762,127000.0,8.4
645-44-1170,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,290000.0,9,131000.0,2744000.0,2025-01-19,8:07:00 PM,Ví điện tử (Momo/Zalopay),2613000.0,4.761904762,131000.0,4.3
237-01-6122,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,404000.0,9,182000.0,3817000.0,2025-02-01,8:31:00 PM,Thẻ ngân hàng,3636000.0,4.761904762,182000.0,9.5
225-98-1496,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,135000.0,3,20000.0,426000.0,2025-03-02,1:01:00 PM,Thẻ ngân hàng,405000.0,4.761904762,20000.0,7.1
291-32-1427,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,110000.0,5,27000.0,576000.0,2025-03-05,12:29:00 PM,Ví điện tử (Momo/Zalopay),548000.0,4.761904762,27000.0,5.3
